,RfR Total Costs,Total Expected Evacuation Costs,A.1_Expected Total Damage,A.1_Total Dike Investment Costs,A.1_Total Expected Number of Deaths,A.2_Expected Total Damage,A.2_Total Dike Investment Costs,A.2_Total Expected Number of Deaths,A.3_Expected Total Damage,A.3_Total Dike Investment Costs,A.3_Total Expected Number of Deaths,A.4_Expected Total Damage,A.4_Total Dike Investment Costs,A.4_Total Expected Number of Deaths,A.5_Expected Total Damage,A.5_Total Dike Investment Costs,A.5_Total Expected Number of Deaths
10,0.0,0.0,0.0,0,0.0,0.27760378162416643,0,0.27760378162416643,3.451299693243087,0,3.451299693243087,0.0,0,0.0,0.0,0,0.0
11,0.0,0.0,0.03820931184048926,0,0.03820931184048926,0.39175811442797287,0,0.39175811442797287,0.0,0,0.0,0.029529332816477932,0,0.029529332816477932,0.0,0,0.0
12,0.0,0.0,1.1214225687483104,0,1.1214225687483104,0.0,0,0.0,0.6879478462027568,0,0.6879478462027568,0.05285552608053955,0,0.05285552608053955,0.0,0,0.0
13,0.0,0.0,0.316235637620758,0,0.316235637620758,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
14,0.0,0.0,0.15529802518275965,0,0.15529802518275965,0.8374228742406323,0,0.8374228742406323,0.07568022603700691,0,0.07568022603700691,0.0,0,0.0,0.0,0,0.0
15,0.0,0.0,1.9018650189089987,0,1.9018650189089987,0.0,0,0.0,0.25812245020611263,0,0.25812245020611263,0.0,0,0.0,0.0,0,0.0
16,0.0,0.0,0.3101495440717421,0,0.3101495440717421,0.18611370470522426,0,0.18611370470522426,2.9058929208971307,0,2.9058929208971307,0.008415009048702234,0,0.008415009048702234,0.0,0,0.0
17,0.0,0.0,0.18964535278553896,0,0.18964535278553896,0.07847276945661397,0,0.07847276945661397,3.5469419083676446,0,3.5469419083676446,0.0,0,0.0,0.0,0,0.0
18,0.0,0.0,1.5996527171127388,0,1.5996527171127388,0.7722040223895239,0,0.7722040223895239,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
19,0.0,0.0,1.6277341040815223,0,1.6277341040815223,0.0,0,0.0,3.2766007648933124,0,3.2766007648933124,0.0,0,0.0,0.0,0,0.0
20,0.0,0.0,0.15070685774580622,0,0.15070685774580622,0.8618464382658222,0,0.8618464382658222,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
21,0.0,0.0,0.0,0,0.0,0.13843546629913817,0,0.13843546629913817,3.5414399760005626,0,3.5414399760005626,0.0,0,0.0,0.0,0,0.0
22,0.0,0.0,0.0,0,0.0,0.168263531412215,0,0.168263531412215,0.8214659415168404,0,0.8214659415168404,0.019956067231230147,0,0.019956067231230147,0.0,0,0.0
23,0.0,0.0,0.0,0,0.0,0.08182693981206247,0,0.08182693981206247,3.586320676142285,0,3.586320676142285,0.021317720736304505,0,0.021317720736304505,0.0,0,0.0
24,0.0,0.0,1.9105173316207344,0,1.9105173316207344,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
25,0.0,0.0,1.9563469901246737,0,1.9563469901246737,0.005179492092822885,0,0.005179492092822885,0.0,0,0.0,0.0,0,0.0,0.032109655615479536,0,0.032109655615479536
26,0.0,0.0,1.9433295229701157,0,1.9433295229701157,0.131760462044369,0,0.131760462044369,0.0,0,0.0,0.0036273264547940238,0,0.0036273264547940238,0.0,0,0.0
27,0.0,0.0,1.911585514005542,0,1.911585514005542,0.05418295257467367,0,0.05418295257467367,0.0,0,0.0,0.0,0,0.0,0.2922745319090137,0,0.2922745319090137
28,0.0,0.0,1.9362974153901418,0,1.9362974153901418,0.0,0,0.0,0.45779707462733243,0,0.45779707462733243,0.0,0,0.0,0.0,0,0.0
29,0.0,0.0,1.9244916308886812,0,1.9244916308886812,0.0,0,0.0,3.3054343946261415,0,3.3054343946261415,0.0,0,0.0,0.0,0,0.0
30,0.0,0.0,0.49733630694887604,0,0.49733630694887604,0.002727902837198261,0,0.002727902837198261,0.0,0,0.0,0.004034911474805079,0,0.004034911474805079,0.033352521356439215,0,0.033352521356439215
31,0.0,0.0,1.9018650189089987,0,1.9018650189089987,0.0,0,0.0,0.16674181593279652,0,0.16674181593279652,0.0,0,0.0,0.0,0,0.0
32,0.0,0.0,1.9139604092607239,0,1.9139604092607239,0.0,0,0.0,2.159009178096016,0,2.159009178096016,0.0,0,0.0,0.0,0,0.0
33,0.0,0.0,1.1457367118691635,0,1.1457367118691635,0.0,0,0.0,3.4645827750831,0,3.4645827750831,0.0,0,0.0,0.0,0,0.0
34,0.0,0.0,0.13064101723895183,0,0.13064101723895183,0.16486683007222488,0,0.16486683007222488,0.0,0,0.0,0.041272337002493366,0,0.041272337002493366,0.0,0,0.0
35,0.0,0.0,1.9468597816815878,0,1.9468597816815878,0.02596870979583924,0,0.02596870979583924,0.48410980226476197,0,0.48410980226476197,0.004007263271840064,0,0.004007263271840064,0.019396075425163556,0,0.019396075425163556
36,0.0,0.0,0.10544447727525008,0,0.10544447727525008,0.5131596345275258,0,0.5131596345275258,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
37,0.0,0.0,1.325403038694797,0,1.325403038694797,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
38,0.0,0.0,0.0,0,0.0,0.1020069449531242,0,0.1020069449531242,0.5084158979094187,0,0.5084158979094187,0.0,0,0.0,0.0,0,0.0
39,0.0,0.0,0.0,0,0.0,0.06357792945506081,0,0.06357792945506081,0.5087658494380146,0,0.5087658494380146,0.03177079964901312,0,0.03177079964901312,0.0,0,0.0
40,0.0,0.0,0.4930017574659734,0,0.4930017574659734,0.0,0,0.0,0.1593269858805375,0,0.1593269858805375,0.0,0,0.0,0.0,0,0.0
41,0.0,0.0,0.0,0,0.0,0.13989598890716265,0,0.13989598890716265,0.0,0,0.0,0.07014461782011973,0,0.07014461782011973,0.0,0,0.0
42,0.0,0.0,0.07245238753746155,0,0.07245238753746155,0.042925036991875776,0,0.042925036991875776,0.030540782721508883,0,0.030540782721508883,0.009540605189804898,0,0.009540605189804898,0.1560975285945856,0,0.1560975285945856
43,0.0,0.0,1.9478436722155759,0,1.9478436722155759,0.0,0,0.0,0.0,0,0.0,0.0067899637728245955,0,0.0067899637728245955,0.0,0,0.0
44,0.0,0.0,0.02811081149679137,0,0.02811081149679137,0.01932900384214168,0,0.01932900384214168,3.442761394269362,0,3.442761394269362,0.0,0,0.0,0.0,0,0.0
45,0.0,0.0,0.6258394481520988,0,0.6258394481520988,0.0,0,0.0,3.4779090556785963,0,3.4779090556785963,0.0,0,0.0,0.0,0,0.0
46,0.0,0.0,0.10273241778309422,0,0.10273241778309422,0.8558218582318272,0,0.8558218582318272,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
47,0.0,0.0,0.13121949795429927,0,0.13121949795429927,0.09667649078518852,0,0.09667649078518852,0.0,0,0.0,0.011811719672442784,0,0.011811719672442784,0.0,0,0.0
48,0.0,0.0,1.9352772821473399,0,1.9352772821473399,0.052578683940565876,0,0.052578683940565876,3.337631853654141,0,3.337631853654141,0.0,0,0.0,0.0,0,0.0
49,0.0,0.0,0.12862929830695927,0,0.12862929830695927,0.850425420993165,0,0.850425420993165,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
50,0.0,0.0,1.9296839102676135,0,1.9296839102676135,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.021243848823242883,0,0.021243848823242883
51,0.0,0.0,1.9535187944743173,0,1.9535187944743173,0.06444921076006035,0,0.06444921076006035,0.009254401029146155,0,0.009254401029146155,0.0,0,0.0,0.0,0,0.0
52,0.0,0.0,0.015295688775567449,0,0.015295688775567449,0.3843089815650682,0,0.3843089815650682,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
53,0.0,0.0,0.029789072038696754,0,0.029789072038696754,0.0641327560279227,0,0.0641327560279227,0.8430996340984827,0,0.8430996340984827,0.07046376027071372,0,0.07046376027071372,0.0,0,0.0
54,0.0,0.0,0.0,0,0.0,0.13893564457725488,0,0.13893564457725488,3.537989789642111,0,3.537989789642111,0.0,0,0.0,0.0,0,0.0
55,0.0,0.0,0.0,0,0.0,0.06329558753100095,0,0.06329558753100095,0.0,0,0.0,0.0,0,0.0,0.04334643409668008,0,0.04334643409668008
56,0.0,0.0,1.925366475490026,0,1.925366475490026,0.0,0,0.0,1.2058844589636077,0,1.2058844589636077,0.0,0,0.0,0.0,0,0.0
57,0.0,0.0,1.9472337645352438,0,1.9472337645352438,0.01007304089403113,0,0.01007304089403113,0.0,0,0.0,0.0,0,0.0,0.012872425526363612,0,0.012872425526363612
58,0.0,0.0,0.6079598259626304,0,0.6079598259626304,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.021276070582672703,0,0.021276070582672703
59,0.0,0.0,1.9468597816815878,0,1.9468597816815878,0.0,0,0.0,0.007072320675960003,0,0.007072320675960003,0.0,0,0.0,0.0,0,0.0
60,0.0,0.0,0.07238173782951313,0,0.07238173782951313,0.002681581047261282,0,0.002681581047261282,2.0327644148997077,0,2.0327644148997077,0.0,0,0.0,0.0,0,0.0
61,0.0,0.0,0.030234489706548948,0,0.030234489706548948,0.01140424185214639,0,0.01140424185214639,3.5927359984386644,0,3.5927359984386644,0.0,0,0.0,0.0,0,0.0
62,0.0,0.0,0.0,0,0.0,0.043514841192138935,0,0.043514841192138935,0.029995308538654238,0,0.029995308538654238,0.022106239681647856,0,0.022106239681647856,0.920787473477735,0,0.920787473477735
63,0.0,0.0,0.05095904846582914,0,0.05095904846582914,0.0807712998590106,0,0.0807712998590106,3.548461732452637,0,3.548461732452637,0.0,0,0.0,0.02687213423183018,0,0.02687213423183018
64,0.0,0.0,1.8936376474801628,0,1.8936376474801628,0.0,0,0.0,0.0,0,0.0,0.0006930864978998087,0,0.0006930864978998087,0.0,0,0.0
65,0.0,0.0,0.4307334441946321,0,0.4307334441946321,0.0,0,0.0,3.5374468033558197,0,3.5374468033558197,0.0,0,0.0,0.0,0,0.0
66,0.0,0.0,0.02811081149679137,0,0.02811081149679137,0.0,0,0.0,1.0545171788664836,0,1.0545171788664836,0.007839055461397699,0,0.007839055461397699,0.0,0,0.0
67,0.0,0.0,1.9415302450992884,0,1.9415302450992884,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.031552506393142284,0,0.031552506393142284
68,0.0,0.0,1.9388292973309706,0,1.9388292973309706,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
69,0.0,0.0,0.007429646924839299,0,0.007429646924839299,0.04257158851088275,0,0.04257158851088275,3.355683169462852,0,3.355683169462852,0.0,0,0.0,0.0,0,0.0
70,0.0,0.0,0.18950213992217974,0,0.18950213992217974,0.0026195654018467893,0,0.0026195654018467893,3.5297403281604653,0,3.5297403281604653,0.0,0,0.0,0.0,0,0.0
71,0.0,0.0,1.9210142606858573,0,1.9210142606858573,0.01031256994989207,0,0.01031256994989207,0.009213439644422115,0,0.009213439644422115,0.005121796776190821,0,0.005121796776190821,0.4503565029384039,0,0.4503565029384039
72,0.0,0.0,0.07184319865331724,0,0.07184319865331724,0.00719950400407659,0,0.00719950400407659,0.8397540754371252,0,0.8397540754371252,8.622003222115294e-05,0,8.622003222115294e-05,0.0,0,0.0
73,0.0,0.0,0.030095165517798957,0,0.030095165517798957,0.19342213909154177,0,0.19342213909154177,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
74,0.0,0.0,0.051062201176603074,0,0.051062201176603074,0.13929860359102123,0,0.13929860359102123,2.017496213871701,0,2.017496213871701,0.01558925254247219,0,0.01558925254247219,0.0,0,0.0
75,0.0,0.0,1.9393655894290185,0,1.9393655894290185,0.013727438333717073,0,0.013727438333717073,2.6072505504369436,0,2.6072505504369436,0.0,0,0.0,0.0,0,0.0
76,0.0,0.0,1.9116968103051448,0,1.9116968103051448,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
77,0.0,0.0,0.050104934128103754,0,0.050104934128103754,0.006583563756025737,0,0.006583563756025737,3.561220896786438,0,3.561220896786438,0.0,0,0.0,0.0,0,0.0
78,0.0,0.0,1.9478543883844934,0,1.9478543883844934,0.026622500557289985,0,0.026622500557289985,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
79,0.0,0.0,0.10412970531957454,0,0.10412970531957454,0.015830692365601678,0,0.015830692365601678,2.3869221474014672,0,2.3869221474014672,0.04397893221962415,0,0.04397893221962415,0.0,0,0.0
80,0.0,0.0,0.017676600332833133,0,0.017676600332833133,0.05481896988898192,0,0.05481896988898192,0.3671883762018914,0,0.3671883762018914,0.0,0,0.0,0.0,0,0.0
81,0.0,0.0,0.007664186488864008,0,0.007664186488864008,0.08120482355131149,0,0.08120482355131149,0.029477322069748433,0,0.029477322069748433,0.0,0,0.0,0.0755697492844548,0,0.0755697492844548
82,0.0,0.0,0.4320349082019104,0,0.4320349082019104,0.8605407783555261,0,0.8605407783555261,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
83,0.0,0.0,1.9415302450992884,0,1.9415302450992884,0.2371458041560004,0,0.2371458041560004,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
84,0.0,0.0,0.0,0,0.0,0.33166814573504905,0,0.33166814573504905,0.0,0,0.0,0.0,0,0.0,0.010372279512759056,0,0.010372279512759056
85,0.0,0.0,0.028608271102055688,0,0.028608271102055688,0.7202488879849283,0,0.7202488879849283,0.6552134265526837,0,0.6552134265526837,0.0,0,0.0,0.0,0,0.0
86,0.0,0.0,1.9350940657027504,0,1.9350940657027504,0.01738734212618831,0,0.01738734212618831,0.0,0,0.0,0.01005191426829809,0,0.01005191426829809,0.0,0,0.0
87,0.0,0.0,0.1507292763534503,0,0.1507292763534503,0.5084399646198967,0,0.5084399646198967,0.0,0,0.0,0.008497441933123616,0,0.008497441933123616,0.0,0,0.0
88,0.0,0.0,1.9373509531935675,0,1.9373509531935675,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
89,0.0,0.0,1.9433295229701157,0,1.9433295229701157,0.0,0,0.0,0.9214590931427652,0,0.9214590931427652,0.0058854824169114065,0,0.0058854824169114065,0.0,0,0.0
90,0.0,0.0,1.9474348438241766,0,1.9474348438241766,0.0,0,0.0,2.3451991790375004,0,2.3451991790375004,0.0,0,0.0,0.0,0,0.0
91,0.0,0.0,1.9489683164409275,0,1.9489683164409275,0.0,0,0.0,0.02567583807990774,0,0.02567583807990774,0.011545453148038396,0,0.011545453148038396,0.2682956984358643,0,0.2682956984358643
92,0.0,0.0,1.9468877213632019,0,1.9468877213632019,0.26338398065765145,0,0.26338398065765145,0.0,0,0.0,0.026335848901564346,0,0.026335848901564346,0.0,0,0.0
93,0.0,0.0,0.10744068966949173,0,0.10744068966949173,0.0,0,0.0,3.5925567514703105,0,3.5925567514703105,0.0,0,0.0,0.0,0,0.0
94,0.0,0.0,0.00757879076062896,0,0.00757879076062896,0.13908757049767773,0,0.13908757049767773,1.0683855334794108,0,1.0683855334794108,0.0,0,0.0,0.0,0,0.0
95,0.0,0.0,1.9528687850550606,0,1.9528687850550606,0.03858732848782258,0,0.03858732848782258,0.9808564159111489,0,0.9808564159111489,0.0,0,0.0,0.0,0,0.0
96,0.0,0.0,1.9244916308886812,0,1.9244916308886812,0.0,0,0.0,0.42478660205045393,0,0.42478660205045393,0.0,0,0.0,0.009676904594430349,0,0.009676904594430349
97,0.0,0.0,0.0,0,0.0,0.02881098440117306,0,0.02881098440117306,0.7226261423468315,0,0.7226261423468315,0.022358693132894937,0,0.022358693132894937,0.32274188461516107,0,0.32274188461516107
98,0.0,0.0,0.039037440100462624,0,0.039037440100462624,0.8772598853591719,0,0.8772598853591719,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
99,0.0,0.0,0.19256612216950428,0,0.19256612216950428,0.13681249135574153,0,0.13681249135574153,3.5702706069546815,0,3.5702706069546815,0.0,0,0.0,0.0,0,0.0
100,0.0,0.0,0.05026779715403718,0,0.05026779715403718,0.5101245241647006,0,0.5101245241647006,0.22170817770970688,0,0.22170817770970688,0.002434398023362473,0,0.002434398023362473,0.010456421990595734,0,0.010456421990595734
101,0.0,0.0,0.007735862158754267,0,0.007735862158754267,0.06435151961130517,0,0.06435151961130517,3.5647174206818617,0,3.5647174206818617,0.0,0,0.0,0.006179952876541392,0,0.006179952876541392
102,0.0,0.0,0.0,0,0.0,0.00587148447404398,0,0.00587148447404398,0.07067146670112753,0,0.07067146670112753,0.0018503086010019953,0,0.0018503086010019953,0.018627515083096242,0,0.018627515083096242
103,0.0,0.0,0.149168877596141,0,0.149168877596141,0.024424859441962127,0,0.024424859441962127,0.0,0,0.0,0.00032203572998472385,0,0.00032203572998472385,0.14640740888910103,0,0.14640740888910103
104,0.0,0.0,0.0,0,0.0,0.5941468234344892,0,0.5941468234344892,3.3575087819693605,0,3.3575087819693605,0.0,0,0.0,0.0,0,0.0
105,0.0,0.0,0.017602202984607407,0,0.017602202984607407,0.028759940644507927,0,0.028759940644507927,0.7242511875313289,0,0.7242511875313289,0.0,0,0.0,0.2574454719348075,0,0.2574454719348075
106,0.0,0.0,0.0,0,0.0,0.04367977630394973,0,0.04367977630394973,0.6312395063026015,0,0.6312395063026015,0.0,0,0.0,0.0,0,0.0
107,0.0,0.0,0.0,0,0.0,0.06428768051475667,0,0.06428768051475667,1.524252676441637,0,1.524252676441637,0.004297775801355296,0,0.004297775801355296,0.1348914005322866,0,0.1348914005322866
108,0.0,0.0,1.9113175434168417,0,1.9113175434168417,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
109,0.0,0.0,1.1095117789488567,0,1.1095117789488567,0.0025789959136305303,0,0.0025789959136305303,0.09874930363233797,0,0.09874930363233797,0.0,0,0.0,0.0,0,0.0
110,0.0,0.0,0.02882962945897829,0,0.02882962945897829,0.3875629722375994,0,0.3875629722375994,0.03559094475636705,0,0.03559094475636705,0.0,0,0.0,0.0,0,0.0
111,0.0,0.0,0.029339264874864747,0,0.029339264874864747,0.019596729191434403,0,0.019596729191434403,0.838345884186329,0,0.838345884186329,0.007529120748249627,0,0.007529120748249627,0.0,0,0.0
112,0.0,0.0,1.9479987815737156,0,1.9479987815737156,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
113,0.0,0.0,0.07039462930227931,0,0.07039462930227931,0.8589848230190816,0,0.8589848230190816,0.0,0,0.0,0.0,0,0.0,0.1106171728041558,0,0.1106171728041558
114,0.0,0.0,1.9530974744620915,0,1.9530974744620915,0.039212934329124864,0,0.039212934329124864,0.13350134658731933,0,0.13350134658731933,0.014337150189411996,0,0.014337150189411996,0.0,0,0.0
115,0.0,0.0,0.1465515172493906,0,0.1465515172493906,0.8376724205469483,0,0.8376724205469483,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
116,0.0,0.0,0.0,0,0.0,0.6480022178115551,0,0.6480022178115551,0.0,0,0.0,0.012952682040353687,0,0.012952682040353687,0.004492023241057894,0,0.004492023241057894
117,0.0,0.0,0.05072513778550053,0,0.05072513778550053,0.02852540583674721,0,0.02852540583674721,0.15568676973843992,0,0.15568676973843992,0.0047466020056315655,0,0.0047466020056315655,0.0,0,0.0
118,0.0,0.0,0.0,0,0.0,0.2206782662402522,0,0.2206782662402522,0.99798887202771,0,0.99798887202771,0.06459903365077298,0,0.06459903365077298,0.0,0,0.0
119,0.0,0.0,1.9433295229701157,0,1.9433295229701157,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
120,0.0,0.0,1.9472337645352438,0,1.9472337645352438,0.553138448710166,0,0.553138448710166,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
121,0.0,0.0,0.06999592416797991,0,0.06999592416797991,0.0797450579698499,0,0.0797450579698499,1.5004789896617468,0,1.5004789896617468,0.009989083613466471,0,0.009989083613466471,0.4877845415095713,0,0.4877845415095713
122,0.0,0.0,0.19302769065030112,0,0.19302769065030112,0.07938174400172764,0,0.07938174400172764,0.031430444451914986,0,0.031430444451914986,0.027512013234604414,0,0.027512013234604414,0.0,0,0.0
123,0.0,0.0,0.0,0,0.0,0.01985210754887352,0,0.01985210754887352,0.15601642699134186,0,0.15601642699134186,0.05432119391229018,0,0.05432119391229018,0.4108496242755012,0,0.4108496242755012
124,0.0,0.0,0.029636561763159774,0,0.029636561763159774,0.04298875819113784,0,0.04298875819113784,0.37062325395962464,0,0.37062325395962464,0.0013487405413692645,0,0.0013487405413692645,0.037149130657277374,0,0.037149130657277374
125,0.0,0.0,1.946541938213442,0,1.946541938213442,0.0,0,0.0,0.21056970326891822,0,0.21056970326891822,0.010908684411783684,0,0.010908684411783684,0.0,0,0.0
126,0.0,0.0,0.029188829555053447,0,0.029188829555053447,0.1904674567798554,0,0.1904674567798554,0.009135893260976517,0,0.009135893260976517,0.0,0,0.0,0.06622476330077165,0,0.06622476330077165
127,0.0,0.0,0.6235359566328874,0,0.6235359566328874,0.17401861685769238,0,0.17401861685769238,3.510463951913164,0,3.510463951913164,0.009740185313524528,0,0.009740185313524528,0.0,0,0.0
128,0.0,0.0,1.9498182438335396,0,1.9498182438335396,0.6876851866489748,0,0.6876851866489748,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
129,0.0,0.0,1.9246673924093136,0,1.9246673924093136,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.03011273439627176,0,0.03011273439627176
130,0.0,0.0,0.049145676105685134,0,0.049145676105685134,0.02805824660462203,0,0.02805824660462203,0.29400461968631986,0,0.29400461968631986,0.0,0,0.0,0.23228229978574785,0,0.23228229978574785
131,0.0,0.0,0.007735862158754267,0,0.007735862158754267,0.516184173176708,0,0.516184173176708,3.4514362257226283,0,3.4514362257226283,0.0,0,0.0,0.0,0,0.0
132,0.0,0.0,1.3300248925748113,0,1.3300248925748113,0.0,0,0.0,0.0,0,0.0,0.02420074851369315,0,0.02420074851369315,0.0,0,0.0
133,0.0,0.0,0.007458661736641597,0,0.007458661736641597,0.04263899035605723,0,0.04263899035605723,0.07205262767848217,0,0.07205262767848217,0.0024856635929406262,0,0.0024856635929406262,0.49251368009995306,0,0.49251368009995306
134,0.0,0.0,1.9454665613562983,0,1.9454665613562983,0.02607888199000591,0,0.02607888199000591,0.2801921370776705,0,0.2801921370776705,0.0224849816287681,0,0.0224849816287681,0.0,0,0.0
135,0.0,0.0,0.3194790109118324,0,0.3194790109118324,0.0,0,0.0,2.9985661134358823,0,2.9985661134358823,0.0,0,0.0,0.07499459079954036,0,0.07499459079954036
136,0.0,0.0,0.7433606506661208,0,0.7433606506661208,0.017970585316833307,0,0.017970585316833307,3.5338935554194935,0,3.5338935554194935,0.000757817662351569,0,0.000757817662351569,0.0,0,0.0
137,0.0,0.0,0.0,0,0.0,0.01139693704984338,0,0.01139693704984338,0.15720150759854448,0,0.15720150759854448,0.07180661441017923,0,0.07180661441017923,0.0,0,0.0
138,0.0,0.0,0.0,0,0.0,0.7334938243703579,0,0.7334938243703579,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
139,0.0,0.0,0.0,0,0.0,0.028794026264707992,0,0.028794026264707992,0.15616565665217141,0,0.15616565665217141,0.006178907314719873,0,0.006178907314719873,0.14804177617777803,0,0.14804177617777803
140,0.0,0.0,0.0,0,0.0,0.019727176587490285,0,0.019727176587490285,0.030200187007569258,0,0.030200187007569258,0.03475748356229807,0,0.03475748356229807,0.02636096872836786,0,0.02636096872836786
141,0.0,0.0,0.015519561726121591,0,0.015519561726121591,0.08069362140365524,0,0.08069362140365524,0.0,0,0.0,0.04296519367882825,0,0.04296519367882825,0.0,0,0.0
142,0.0,0.0,0.0,0,0.0,0.10203484825676364,0,0.10203484825676364,0.0,0,0.0,0.0,0,0.0,0.02904570341265831,0,0.02904570341265831
143,0.0,0.0,0.42517470331244933,0,0.42517470331244933,0.37666759264333893,0,0.37666759264333893,0.0,0,0.0,0.004951609345487853,0,0.004951609345487853,0.0,0,0.0
144,0.0,0.0,0.049451108480312256,0,0.049451108480312256,0.007440993676450961,0,0.007440993676450961,0.15556312398272343,0,0.15556312398272343,0.0004378349149192479,0,0.0004378349149192479,0.023740166592964865,0,0.023740166592964865
145,0.0,0.0,0.1063892251369882,0,0.1063892251369882,0.19177462459507982,0,0.19177462459507982,0.029476749926770022,0,0.029476749926770022,0.0,0,0.0,0.21084486058273222,0,0.21084486058273222
146,0.0,0.0,0.15078363317260407,0,0.15078363317260407,0.21798630447414186,0,0.21798630447414186,0.0,0,0.0,0.0,0,0.0,0.7126779461225183,0,0.7126779461225183
147,0.0,0.0,1.9173881050979926,0,1.9173881050979926,0.017490842492449837,0,0.017490842492449837,0.14441236188275064,0,0.14441236188275064,0.016947979569492688,0,0.016947979569492688,0.06995003505439976,0,0.06995003505439976
148,0.0,0.0,0.2363556903513057,0,0.2363556903513057,0.13592615894105958,0,0.13592615894105958,2.41608251442503,0,2.41608251442503,0.002951571817043889,0,0.002951571817043889,0.1786569127135498,0,0.1786569127135498
149,0.0,0.0,1.3451298480451817,0,1.3451298480451817,0.0,0,0.0,2.805041826209592,0,2.805041826209592,0.0,0,0.0,0.0,0,0.0
150,0.0,0.0,1.9306853526203747,0,1.9306853526203747,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0
151,0.0,0.0,0.0,0,0.0,0.043494579740128325,0,0.043494579740128325,0.9256754006241525,0,0.9256754006241525,0.0,0,0.0,0.12860245005621643,0,0.12860245005621643
