,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
30,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,3,5,6,9,6,2,5,3,0,4,3,4,6,6,1,3,249188038.76969194,0.0,196159167.786688,0.0,53401633.19836887,0.0,35818262.7487959,2.105396440531947e-05,159865073.93194795,0.002584676157486288,1572700000.0,1560.904783918205
31,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,1,9,7,3,6,9,9,4,4,7,9,1,8,6,8,216222383.99642384,0.0,242660639.3520971,0.0,117201264.71620561,0.0,48037384.752243474,0.0,205794536.13666186,0.011749371459053911,388400000.0,0.0
32,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,0,3,8,2,6,7,1,9,7,6,7,0,3,9,3,8,180596602.09435374,0.0,214929941.12861308,0.0,140665721.3776699,0.0,24956580.074387155,0.0,206719034.21841818,0.017557410934340035,1796700000.0,0.0
33,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,10,3,9,1,4,7,10,8,4,9,5,9,8,8,4,286255101.23302996,0.0,181151660.3307436,0.0001700895203079669,144731006.77182603,0.0,62163298.76663774,0.0,232088633.38638952,0.009883788267729312,625800000.0,923.266767820906
34,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,9,9,8,5,0,5,8,4,0,7,8,2,8,1,6,340330700.4230385,0.0,129688488.72986558,0.0,71831046.38693634,0.0,46779045.17340583,0.0,352547113.60636693,0.034152106854786785,550900000.0,3118.066357599576
35,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,3,9,4,3,8,2,10,8,0,5,1,5,9,9,7,7,215464061.7912341,0.0,276570517.3453752,0.0,74964671.67903003,0.0,54198420.17721534,0.00038378874670583706,188566933.6134795,0.0,1414900000.0,496.0582225299822
36,0,1,1,1,0,1,0,1,1,1,0,0,1,1,1,4,1,5,7,6,3,3,8,7,0,4,3,4,4,6,6,171870126.99832004,0.0,189309949.4694295,0.0,82060304.65513833,0.0,31914594.528772272,9.00577108704133e-06,517027415.0542183,0.019088219899253862,1555700000.0,13949.89646006794
37,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,7,9,10,4,6,3,1,6,7,4,8,5,10,8,176012213.0647474,0.0,279906190.6807129,0.0,82565692.51492499,0.0,49839752.02576613,0.0,451771868.6870574,0.040264088278737814,825700000.0,3996.353195669868
38,0,1,1,1,1,0,1,0,1,1,0,1,0,1,1,4,1,6,10,4,2,8,2,9,5,2,1,1,0,6,3,215813136.548527,0.0,201767847.02253336,0.0,107275341.41904671,0.0,28199561.9131392,0.00020375580163002575,633396700.437528,0.026686448180570466,1420800000.0,21809.576862403403
39,1,1,1,1,0,1,0,0,0,1,0,1,0,0,1,1,8,9,4,9,10,6,1,3,3,5,1,4,8,1,4,272567958.4585744,0.0,349713086.7796076,0.0,89448246.43496329,0.005157899422772356,30406578.084285047,0.0,158385729.92501128,0.004992674341650343,1187900000.0,627.527683860688
40,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,2,5,3,7,2,5,0,3,2,5,4,4,1,0,7,148484900.1086324,0.0,207875623.52720356,0.0,53881193.48671051,0.004408169646826388,35656164.947120816,0.0,1207178079.2790096,0.46307916900012436,1688900000.0,0.0
41,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1,5,1,1,4,0,6,8,3,10,10,3,7,3,5,1,132646089.01706745,0.0,128904282.88717857,0.0,132931600.67976725,0.0,54286943.309092626,0.0,973582629.3600372,0.1319464231338336,791400000.0,13083.911664696765
42,1,0,1,0,1,1,0,1,0,0,0,0,1,1,1,0,3,10,1,3,5,0,2,10,3,9,1,6,1,3,2,198088902.39533293,0.0,113553565.23269883,0.0,107540141.63316688,0.0016336102379075688,44309491.88537274,0.0,1631373312.7554424,0.6470630169982021,1403800000.0,0.0
43,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,2,10,3,1,6,0,1,3,3,8,3,4,1,8,2,7,204890904.14973927,0.0,112832601.01821715,0.0,96575367.64989917,0.0,35542503.655344546,0.0003247667152225886,322192351.0466271,0.011499106973606,891600000.0,4420.473253707203
44,0,1,1,1,1,0,1,0,0,0,0,1,0,1,0,3,3,4,3,8,5,10,8,6,4,5,4,10,2,7,4,148719583.67997402,0.0,313049284.64359426,0.0,120629174.17062208,0.0,50434698.02083844,1.0569249900466563e-05,693678270.567848,0.02808342771818053,1012800000.0,18573.072535854604
45,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,6,4,5,2,4,1,5,1,7,9,8,5,6,5,4,194778344.05993843,0.0,146673407.0796544,0.0,94676408.35698798,0.0,59537138.88626409,0.0,259738790.2837658,0.006530895658853437,339000000.0,4425.700439152999
46,1,1,0,1,1,0,0,1,0,1,0,1,1,1,1,4,10,5,9,4,0,2,4,0,1,5,10,5,10,7,6,311773765.4590267,0.0,102336429.85235605,0.0,49622725.1402255,0.0,53504614.70088406,0.0,193889157.64879227,0.00013615168789372483,1646200000.0,88.29254454781723
47,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,3,7,2,8,8,2,2,10,6,9,5,1,3,6,5,5,218513338.19592428,0.0,197218225.15330794,0.0,157670949.71580654,0.0,29190033.885505613,9.943858375096465e-06,479028113.47292584,0.01752204909949584,1016800000.0,10329.711896242648
48,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,4,1,7,2,5,8,9,10,5,0,3,1,3,8,10,3,151906735.46309224,0.0,294840940.4910535,0.0,84513741.32644606,0.0,30072302.408927932,0.0001513448773197848,238387674.09726807,0.0030236695034504147,1184300000.0,2218.3009411877665
49,0,0,1,1,1,0,0,1,0,1,1,1,1,0,0,2,10,7,6,2,1,7,3,7,0,9,4,4,2,4,8,297950235.5798149,0.0,164812881.8250401,0.0,62048975.90137317,0.0,46268376.58827089,0.0,338762002.09695387,0.013117822216887554,1170600000.0,5686.536304471389
50,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,2,1,6,2,8,6,5,6,10,4,3,5,2,7,7,1,142620835.55407643,0.0,262784240.5854675,0.0,130689392.41933061,0.0,36457405.286820754,0.00023551651968745516,320329079.63902926,0.01166290979936123,1263000000.0,4510.682584512873
51,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,4,0,5,9,3,0,8,5,8,10,10,10,2,9,4,3,154834840.1492298,0.0,137740019.71608213,0.0,141337876.3755322,0.0,63266249.45056764,0.0,164232639.19805107,0.0009940110177828136,885500000.0,658.1018112374918
52,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,1,10,7,0,3,9,2,5,3,3,1,8,6,3,4,229659873.41972476,0.0,151706061.84864265,0.0020197186651112475,83582399.15103106,0.0,41503398.53341004,0.0019538322387779596,224586100.38654166,0.043101326812227926,708700000.0,0.0
53,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,2,7,0,7,2,2,8,0,1,2,8,7,9,7,10,0,154345864.93625224,0.0,181582300.45751143,0.0,45038391.4201204,0.00023229046036197127,64803197.063223675,0.0,163490861.8284338,0.002947607586268923,1420800000.0,1137.5241876140215
54,1,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,7,3,3,0,10,10,8,4,6,6,7,4,6,0,121644599.3504275,0.0,157923303.39354035,0.0,144731006.77182603,0.0,49328285.45284578,0.0,740007003.5611593,0.2785435564034017,998900000.0,0.0
55,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,2,8,1,2,3,6,1,2,7,2,2,5,3,2,7,10,169486985.50806728,0.0,172641808.18109342,0.0,88763425.8538013,0.0,34438739.75952233,0.00015974065521530593,502391587.20319396,0.02108109828278231,1723200000.0,9351.171079614893
56,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,2,8,9,10,3,6,8,5,3,2,1,3,3,4,8,2,356235509.622147,0.0,230868900.1736489,0.0,86427363.44892766,0.0,32853667.34881255,0.0002726788076966766,206687177.52112782,0.004731625932987011,735000000.0,2188.339229848459
57,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,4,1,9,3,5,3,0,7,7,7,2,4,1,5,10,1,180052972.32849383,0.0,116004983.79615441,0.0,132293579.72246529,0.0,32662084.63017441,0.00020363219547510407,239513089.15183592,0.004670524393362386,862300000.0,3615.8638085428443
58,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,2,1,10,4,6,8,8,6,3,0,4,6,2,3,4,4,200295558.81131026,0.0,295571934.18677366,0.0,61001668.01785916,0.0,35589718.212607935,4.867559665004656e-05,411933043.14258295,0.018695745347101264,613800000.0,7788.673533557836
59,1,1,1,1,0,1,1,0,0,0,0,0,1,1,1,3,4,9,4,10,0,4,7,0,3,9,2,6,6,8,0,219434103.76047954,0.0,174192131.5184375,0.0,64835987.44502628,0.0,46279698.89362045,0.0,415177602.6981911,0.016180306461317816,1488400000.0,9582.560059281936
60,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,4,3,2,4,7,3,3,7,7,10,8,7,7,7,5,143356957.13390714,0.0,206456303.40384948,0.0,109936542.7317845,0.0,69037632.80119464,0.0,277327648.1399834,0.0183527056643008,795000000.0,1728.5457706559332
61,0,0,1,1,1,1,1,0,1,1,0,1,0,1,1,1,6,7,1,1,3,3,5,10,1,8,0,0,6,10,0,194679164.47450042,0.0,142447532.22446764,0.0,114703970.32700063,0.0,16108916.742160894,0.0,211529201.92139113,0.01527068004722998,1554000000.0,1484.7857126757972
62,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,2,8,5,9,4,10,0,7,4,10,2,2,3,6,2,7,278883976.66354215,0.0,167200725.85303292,0.0,131612124.23797518,0.0,29697688.31551805,0.00017080243422242945,253547105.15648267,0.007744928383458872,1233700000.0,3125.3516269556376
63,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,2,3,10,0,10,2,4,8,7,0,0,1,10,9,3,9,147485483.76362175,0.0,239299648.36565697,0.0,82060304.65513833,0.0,75033561.77245755,0.0015332666450924089,173673469.0851822,0.0,1049400000.0,1367.31408911389
64,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,4,5,10,2,7,4,1,7,0,9,8,8,5,8,3,3,228148082.0979741,0.0,196169321.8061709,0.0,85598581.28332716,0.0,56134274.688930154,0.0,203120343.3531878,0.003717211441389134,1299600000.0,2463.9534351058714
65,0,0,0,1,1,0,1,1,1,0,1,1,1,0,1,0,3,5,7,6,4,0,1,5,9,2,1,1,2,9,8,191140712.25215495,0.0,131321771.566306,0.0,99761181.51291116,0.0,28199561.9131392,0.0016979650135835478,484368207.4197293,0.13225723007035856,1282300000.0,0.0
66,1,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,10,3,2,5,9,4,6,3,1,9,2,4,9,4,154287485.51802808,0.0,220212523.127286,0.0,96180153.86860588,0.0,49364578.18913883,0.0031317945222456463,297267865.95721334,0.06242623082024956,916200000.0,0.0
67,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,3,0,6,0,8,2,8,3,7,3,6,4,9,6,3,0,60717312.84309486,0.0,251035398.32679945,0.0,95910227.03420445,0.0,49836877.81061643,0.0,215448151.76826063,0.007078248717975621,1244000000.0,4190.545065943818
68,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,2,2,10,5,8,8,10,7,8,4,6,9,5,10,6,9,219748970.54271507,0.0,357997111.26325965,0.0,125099455.94182141,0.0,53105636.74813695,0.0,227628111.11238638,0.001465651190012727,997200000.0,525.9617725577027
69,1,0,1,1,0,0,1,1,1,0,1,0,1,1,0,3,8,0,6,0,1,9,8,8,1,9,7,10,4,6,1,155741221.70579833,0.0,132284784.7224458,5.4090205776866106e-05,120818752.94409646,0.0,72337369.00122765,0.0,503484709.841348,0.019501547003340367,1112500000.0,12201.441752825662
70,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,2,2,2,9,10,6,6,8,8,3,4,7,3,4,9,2,174629653.72048903,0.0,305007063.4285632,0.0,127492988.413746,0.0,40805329.18814835,0.00010288790632362873,493842441.559955,0.022252587761054248,958900000.0,9108.648274372836
71,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,4,7,6,2,5,4,6,2,7,10,1,6,3,5,8,9,202617836.59140262,0.0,211895698.4272849,0.0,118595547.12967968,0.0,44051909.579148024,0.0003758153426694776,260754958.03225115,0.004235950714338732,831600000.0,3643.3015790497548
72,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1,7,8,7,1,3,2,9,9,1,7,3,10,10,2,1,277462185.1407491,0.0,136700503.7472634,0.0,132722936.02058265,0.0,53481180.35290384,0.0,189135804.71201217,0.00875487577384466,1178400000.0,781.0750813515524
73,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,2,2,8,9,6,3,2,4,5,6,10,0,4,4,2,4,238171539.51657826,0.0,182511579.08130905,0.0,101830221.10162406,0.0,33951203.666638665,0.0,605663613.5839944,0.031518845877600406,400400000.0,12490.872978103169
74,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,4,4,7,10,7,0,2,9,8,10,0,9,7,8,7,9,263423875.2562502,0.0,127487673.07826531,0.0,169337364.8942876,0.0,71681478.54422425,0.000871425616289567,194207373.03386778,0.0,1099700000.0,1432.7808584181967
75,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,7,6,10,9,0,0,0,6,10,3,6,6,5,4,182604405.67073452,0.0,225454723.3702836,0.0,116224961.98562096,0.07317867298212088,51694168.00042487,0.0,222591250.86820054,0.03744227423405191,980400000.0,0.0
76,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,3,1,1,2,0,10,5,8,1,10,1,6,0,2,4,3,106351803.45458499,0.0,185443012.68042314,0.00015541154843531465,123671940.975333,0.0,46125991.922433496,0.0007126270451610621,751067627.3119122,0.03189033353072134,741100000.0,22020.568640989473
77,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,6,2,9,5,0,5,10,5,10,7,0,0,5,3,3,217853114.88005513,0.0,129688488.72986558,0.0,157704162.83680218,0.0,14261651.781499248,0.0,449366408.34853005,0.051415722602905216,1138000000.0,5020.333844025555
