,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
46,106293784.88118687,0.0,108806191.82333034,0.008526966146376571,52771009.1301844,0.0,28584543.277913563,0.0047331807437718965,90595441.88119246,0.0,563500000.0,0.0
47,606215361.2855942,0.23889965910407174,134415399.09478796,0.024290321801178842,642567014.4889371,0.7162796698599018,18081997.288140487,0.0,90595441.88119246,0.0,563500000.0,0.0
48,106293784.88118687,0.0,153919106.37018448,0.04084737671081712,52771009.1301844,0.0,18081997.288140487,0.0,90595441.88119246,0.0,563500000.0,0.0
49,106293784.88118687,0.0,103274779.63896596,0.00370436707260432,52771009.1301844,0.0,18081997.288140487,0.0,90595441.88119246,0.0,563500000.0,0.0
50,1444303876.031893,0.15931575937354894,0.0,0.0,45324187.55237766,0.0,31845430.321649857,0.0,154456551.3172,0.0,529200000.0,21711.10016741687
51,0.0,0.0,569088036.1035272,0.06340768701378927,45324187.55237766,0.0,31845430.321649857,0.0,154456551.3172,0.0,529200000.0,35920.36921389655
52,30468429.733785402,0.002648972376039855,163302830.6405258,0.017589715896860862,45324187.55237766,0.0,31845430.321649857,0.0,154456551.3172,0.0,529200000.0,9716.251579301903
53,0.0,0.0,20429703.336604334,0.0029472274362265637,45324187.55237766,0.0,31845430.321649857,0.0,154456551.3172,0.0,529200000.0,1403.8058407821322
54,100193848.0791753,0.009605122863688677,28912907.24646058,0.003655020316145254,64408564.0851824,0.004374562781454969,31845430.321649857,0.0,154456551.3172,0.0,529200000.0,4433.209465883062
55,25913851.197758093,0.0026596860927822165,0.0,0.0,46350940.86828728,0.00023906566562282243,31845430.321649857,0.0,154456551.3172,0.0,529200000.0,567.648615707155
56,2061835943.528679,0.15945561630974237,0.0,0.0,45324187.55237766,0.0,34730698.72474286,0.00014691803085464496,154456551.3172,0.0,529200000.0,21941.6386534489
57,2694836096.577611,0.16098703413168275,42707579.33176281,0.0035463546010160293,1289335785.51022,0.18079534941957612,31845430.321649857,0.0,154456551.3172,0.0,529200000.0,71703.92761371173
58,2301028525.235529,0.15696357339966044,0.0,0.0,45324187.55237766,0.0,31845430.321649857,0.0,154456551.3172,0.0,529200000.0,21465.874510952024
59,523078056.87501377,0.054303788185278326,0.0,0.0,45324187.55237766,0.0,31845430.321649857,0.0,154456551.3172,0.0,529200000.0,7391.182581069328
60,60717312.84309486,0.0,125836377.57208818,0.0009080144882523971,67876086.72207017,0.0032142121388170726,15705125.666893585,0.0010002575948368942,79287778.62201628,4.1932650398946646e-05,84600000.0,1345.4152954374522
61,60717312.84309486,0.0,279544373.45393866,0.030520621879660807,60031921.43603267,0.0,9175100.177748298,0.0001545065606415825,79084435.94406682,0.0,84600000.0,10703.208902003405
62,60717312.84309486,0.0,209801615.4207356,0.014383453035450489,60031921.43603267,0.0,9770311.42722262,0.00015496569219335699,79084435.94406682,0.0,84600000.0,4921.8658022984755
63,60717312.84309486,0.0,132240867.88061923,0.002251879015250611,60031921.43603267,0.0,21112651.42298861,0.0014616044228371351,79084435.94406682,0.0,84600000.0,1802.9351830640715
64,60717312.84309486,0.0,143172820.56282702,0.003715092221417424,60031921.43603267,0.0,14495775.29326593,0.0005971839863368885,79084435.94406682,0.0,84600000.0,1537.672038118288
65,60717312.84309486,0.0,124714004.83084378,0.00043135953505050745,60031921.43603267,0.0,58322975.383703254,0.0039939084029534735,79084435.94406682,0.0,84600000.0,3519.0481840884177
66,60717312.84309486,0.0,133248463.52789417,0.001631148424736131,60031921.43603267,0.0,152978325.60824957,0.009352714698928021,79084435.94406682,0.0,84600000.0,9167.514505649428
67,60717312.84309486,0.0,187356948.7064861,0.006871032268587629,656363804.5976701,0.11548726640462172,152072664.12915757,0.007171866689896163,79084435.94406682,0.0,84600000.0,25756.473044814433
68,60717312.84309486,0.0,212353860.43235898,0.009286732998562287,60031921.43603267,0.0,26356251.32021724,0.001475270151851575,79084435.94406682,0.0,84600000.0,4177.868638267402
69,60717312.84309486,0.0,130828000.86101851,0.001300948645631393,60031921.43603267,0.0,7978106.882513052,8.587318868614796e-05,79084435.94406682,0.0,84600000.0,432.04298822202566
70,173997135.14350402,0.0,84473633.56174418,0.0028187272945685194,37041838.45990023,0.026399813294561213,12143149.752016654,0.004599672523198145,84546876.76859967,0.0,146000000.0,0.0
71,173997135.14350402,0.0,350404924.82148427,0.28080764847298467,26403379.542306438,0.0,6320800.309666242,0.0,84546876.76859967,0.0,146000000.0,0.0
72,173997135.14350402,0.0,151599104.26450148,0.06354604274852264,26403379.542306438,0.0,6320800.309666242,0.0,84546876.76859967,0.0,146000000.0,0.0
73,173997135.14350402,0.0,88477650.02271327,0.00850935485273583,26403379.542306438,0.0,16863795.109264176,0.0071585946488280615,84546876.76859967,0.0,146000000.0,0.0
74,173997135.14350402,0.0,97661508.2600927,0.01610510004914419,26403379.542306438,0.0,11648167.183490647,0.00331773206239243,84546876.76859967,0.0,146000000.0,0.0
75,173997135.14350402,0.0,82526679.5239558,0.0,26403379.542306438,0.0,48941439.59922665,0.02418978350691557,84546876.76859967,0.0,146000000.0,0.0
76,173997135.14350402,0.0,91671032.56775144,0.008569554817526808,26403379.542306438,0.0,152184682.46157295,0.06253883053977996,84546876.76859967,0.0,146000000.0,0.0
77,206318828.22872174,0.015590194431506086,130966888.915425,0.03394235210353953,430638788.0628226,0.5022404765425275,146244775.76993105,0.046788434086154906,84546876.76859967,0.0,146000000.0,0.0
78,173997135.14350402,0.0,144452985.51215357,0.047890437514929385,26403379.542306438,0.0,13964623.369673295,0.0034640684681488173,84546876.76859967,0.0,146000000.0,0.0
79,173997135.14350402,0.0,89322335.80736972,0.006680693732676132,26403379.542306438,0.0,6320800.309666242,0.0,84546876.76859967,0.0,146000000.0,0.0
80,67433011.8004576,0.003287999867470727,114065823.89018795,0.0,45983796.768943824,0.006958361009935765,20785047.17797311,0.0,135477976.33594579,0.0026210807311839697,777700000.0,3525.992630406048
81,37255203.23710208,0.0,304173331.81638026,0.02422127200724759,22167818.198803753,0.0,20785047.17797311,0.0,119047428.63319229,0.0,777700000.0,13526.302702873163
82,37255203.23710208,0.0,160940682.70849735,0.0051667991857382,22167818.198803753,0.0,20785047.17797311,0.0,119047428.63319229,0.0,777700000.0,2660.2151255087683
83,37255203.23710208,0.0,119955449.99317,0.0010006800201761822,22167818.198803753,0.0,20785047.17797311,0.0,119047428.63319229,0.0,777700000.0,476.24452507512785
84,37255203.23710208,0.0,124008529.19593361,0.001296437494302575,23666315.430718098,0.00038557007045230513,20785047.17797311,0.0,119047428.63319229,0.0,777700000.0,700.4098974492235
85,37255203.23710208,0.0,114065823.89018795,0.0,22167818.198803753,0.0,20785047.17797311,0.0,119047428.63319229,0.0,777700000.0,0.0
86,37255203.23710208,0.0,121091919.01789212,0.0007811788467071277,22167818.198803753,0.0,30753621.294958793,0.0005193914485569247,119047428.63319229,0.0,777700000.0,1107.053331205895
87,2043365937.5396495,0.11515371562599883,128904853.74038212,0.001237066759309484,964719228.6989485,0.13683145344015024,20785047.17797311,0.0,119047428.63319229,0.0,777700000.0,54357.783387742624
88,37255203.23710208,0.0,149975854.74125594,0.0033131125242706286,22167818.198803753,0.0,20785047.17797311,0.0,119047428.63319229,0.0,777700000.0,1662.4390874791343
89,37255203.23710208,0.0,117223129.39122248,0.00036788561057164357,22167818.198803753,0.0,20785047.17797311,0.0,119047428.63319229,0.0,777700000.0,171.54451011617215
90,531066871.576751,0.15931575937354892,212039158.3861963,0.0,126392540.63939205,0.10223134303909859,38912638.29746918,0.0,139607005.7544109,0.0,61400000.0,7541.346961441934
91,82486364.32617709,0.0,219397706.6618662,0.003731578765331765,11187663.572204499,0.007055834224060042,38912638.29746918,0.0,139607005.7544109,0.0,61400000.0,522.4557703213369
92,82486364.32617709,0.0,212771187.82602692,0.00030997963505421483,47910617.79017773,0.030754907006961797,38912638.29746918,0.0,139607005.7544109,0.0,61400000.0,1084.4726645705086
93,82486364.32617709,0.0,212039158.3861963,0.0,0.0,0.0,38912638.29746918,0.0,139607005.7544109,0.0,61400000.0,0.0
94,82486364.32617709,0.0,212039158.3861963,0.0,77494136.4253981,0.05538070031727872,38912638.29746918,0.0,139607005.7544109,0.0,61400000.0,1917.4204410307884
95,82486364.32617709,0.0,212039158.3861963,0.0,28278974.692578267,0.021551219734429295,38912638.29746918,0.0,139607005.7544109,0.0,61400000.0,732.7600758823587
96,93516854.73446743,0.0027931068816387282,212039158.3861963,0.0,3942693.606912936,0.0024924615269450393,60518348.4646728,0.0036184371541793494,139607005.7544109,0.0,61400000.0,920.3395997190917
97,1062481449.8745168,0.17676744223363403,212039158.3861963,0.0,1713237202.7555022,0.7486018586077523,38912638.29746918,0.0,139607005.7544109,0.0,61400000.0,36014.897731035424
98,96404327.99782571,0.0027048002935681614,212039158.3861963,0.0,71661118.70889565,0.03918172301905684,38912638.29746918,0.0,139607005.7544109,0.0,61400000.0,1441.6335361454403
99,82486364.32617709,0.0,212039158.3861963,0.0,12921266.68240387,0.010613623612444762,38912638.29746918,0.0,139607005.7544109,0.0,61400000.0,350.3524102819773
100,76431543.68310125,0.0,169576899.2453251,0.0,57293631.97244254,0.013017070181715924,17803345.000196747,0.0,90430170.7547297,0.0,1203000000.0,1857.2420037994752
101,76431543.68310125,0.0,182321960.34896547,0.0026183466792739736,22167818.198803753,0.0,17803345.000196747,0.0,90430170.7547297,0.0,1203000000.0,839.0326768291003
102,76431543.68310125,0.0,171889738.13136506,0.00040166897301505947,26419135.09920676,0.0013587232363765547,17803345.000196747,0.0,90430170.7547297,0.0,1203000000.0,315.4959724749473
103,76431543.68310125,0.0,169576899.2453251,0.0,22167818.198803753,0.0,17803345.000196747,0.0,90430170.7547297,0.0,1203000000.0,0.0
104,76431543.68310125,0.0,169576899.2453251,0.0,41585483.19263216,0.00608902329021666,17803345.000196747,0.0,90430170.7547297,0.0,1203000000.0,864.591097211546
105,76431543.68310125,0.0,169576899.2453251,0.0,23871479.301542923,0.000439755934363629,17803345.000196747,0.0,90430170.7547297,0.0,1203000000.0,60.12291274055536
106,76431543.68310125,0.0,169576899.2453251,0.0,22167818.198803753,0.0,34032383.74886204,0.0010451200349435317,90430170.7547297,0.0,1203000000.0,966.0234973598701
107,84465456.57776982,0.0005758800407092826,169576899.2453251,0.0,1383204312.7348151,0.2475729216756937,17803345.000196747,0.0,90430170.7547297,0.0,1203000000.0,42300.16905135449
108,76431543.68310125,0.0,170763748.25345737,0.00012812575168290698,36709537.78543054,0.0028591773900613782,17803345.000196747,0.0,90430170.7547297,0.0,1203000000.0,441.57034686880695
109,76431543.68310125,0.0,169576899.2453251,0.0,22737488.834012516,0.00014855960922381784,17803345.000196747,0.0,90430170.7547297,0.0,1203000000.0,19.89605414863029
110,620884707.0574656,0.4425437760376359,9131687.512333322,0.011991500784452016,701509485.9162947,1.5863729428175974,62334080.07167656,0.0,90430170.7547297,0.0,121200000.0,0.0
111,172304199.80689174,0.0,619713450.183598,0.5888517879005566,0.0,0.0,62334080.07167656,0.0,90430170.7547297,0.0,121200000.0,0.0
112,172304199.80689174,0.0,241840421.1264054,0.21867548024415273,15410279.212836424,0.0271388171098058,62334080.07167656,0.0,90430170.7547297,0.0,121200000.0,0.0
113,172304199.80689174,0.0,37021561.51330907,0.04458320051243815,0.0,0.0,62334080.07167656,0.0,90430170.7547297,0.0,121200000.0,0.0
114,173231923.09197623,0.000822619464303262,61387383.0213058,0.06518323611566923,429645049.63048494,0.8375023796894308,62334080.07167656,0.0,90430170.7547297,0.0,121200000.0,0.0
115,172304199.80689174,0.0,2299627.1552544003,0.002691036288062801,75194937.71278915,0.16082397933902606,62334080.07167656,0.0,90430170.7547297,0.0,121200000.0,0.0
116,248678599.05086482,0.052101932022949556,29084916.510914825,0.027187371431544163,27501351.17646783,0.04834954933440499,62334080.07167656,0.0,90430170.7547297,0.0,121200000.0,0.0
117,1070582898.6660954,0.447186205921341,126132021.92610353,0.0882496718634302,1817440653.5648127,2.2778290375902257,62334080.07167656,0.0,90430170.7547297,0.0,121200000.0,0.0
118,368083482.00018597,0.10092020993096984,199997563.25889426,0.15617902016702911,70223300.46454325,0.10537978737769778,62334080.07167656,0.0,90430170.7547297,0.0,121200000.0,0.0
119,203535039.19346893,0.021695042191008318,20849577.592360232,0.025601028623902213,71359029.19627026,0.16316205227739877,62334080.07167656,0.0,90430170.7547297,0.0,121200000.0,0.0
120,594520573.3228018,0.0663815664056454,234607981.1335356,0.0,83263197.67630799,0.0,16895069.131970815,0.00023475925383445407,90430170.7547297,0.0,61400000.0,5964.42706669731
121,145940066.0722279,0.0,234607981.1335356,0.0,83263197.67630799,0.0,15578329.934409259,5.4442445645928815e-05,90430170.7547297,0.0,61400000.0,29.65545856766856
122,145940066.0722279,0.0,234607981.1335356,0.0,83263197.67630799,0.0,17024937.456768773,0.00015830393869973474,90430170.7547297,0.0,61400000.0,92.17210405963561
123,145940066.0722279,0.0,234607981.1335356,0.0,83263197.67630799,0.0,21140044.86653551,0.0007403833826242537,90430170.7547297,0.0,61400000.0,483.14239123309017
124,146867789.35731235,0.00012339291964548932,234607981.1335356,0.0,84196546.74280447,0.0003090039822531475,20055862.16685117,0.0004627148782398308,90430170.7547297,0.0,61400000.0,334.18349533617817
125,145940066.0722279,0.0,234607981.1335356,0.0,83263197.67630799,0.0,46932962.236415625,0.002498213655585014,90430170.7547297,0.0,61400000.0,2045.9941006593497
126,222314465.31620097,0.007815289803442434,234607981.1335356,0.0,83263197.67630799,0.0,142990848.98442078,0.0083047715526764,90430170.7547297,0.0,61400000.0,8411.86398045016
127,1044218764.9314317,0.06707793088820117,234607981.1335356,0.0,375239249.8838856,0.053939450637471895,88969834.37754853,0.003821018200620437,90430170.7547297,0.0,61400000.0,18083.897220712817
128,341719348.26552206,0.015138031489645475,234607981.1335356,0.0,83263197.67630799,0.0,18735383.046474233,0.0003647131650720464,90430170.7547297,0.0,61400000.0,1588.9879223525654
129,177170905.45880508,0.0032542563286512487,234607981.1335356,0.0,83263197.67630799,0.0,15063068.18035096,0.0,90430170.7547297,0.0,61400000.0,392.9706630586884
130,175989008.17388105,0.0,13312452.645125974,0.0021792347718057525,378182791.2871321,0.09672249720622049,8303629.371028527,0.000715308747597256,140510087.67504317,0.01518726271844008,217800000.0,38614.780129986684
131,175989008.17388105,0.0,628749267.7461783,0.07218472755229866,61001668.01785916,0.0,0.0,0.0,36676675.840294495,0.0,217800000.0,45585.84192421497
132,175989008.17388105,0.0,319629654.76064616,0.03452028728508117,74037656.8844837,0.003344429796115847,0.0,0.0,36676675.840294495,0.0,217800000.0,21838.84981212129
133,175989008.17388105,0.0,37214145.86091074,0.005404509636601466,61001668.01785916,0.0,19350503.64990679,0.0013986154883916628,36676675.840294495,0.0,217800000.0,5078.926129539828
134,175989008.17388105,0.0,69893529.59013078,0.008916221331401814,270497174.06532454,0.05321371672915251,1240192.8308318253,8.25336023701494e-05,36676675.840294495,0.0,217800000.0,18970.854753540123
135,175989008.17388105,0.0,7379545.46240256,0.0010352628841212178,91880261.86419715,0.006502875527237441,63384597.76006657,0.00416599214990712,36676675.840294495,0.0,217800000.0,8704.676628316645
136,175989008.17388105,0.0,34640240.559841335,0.003914756219366714,76767015.27665523,0.003338068950316219,144618708.3709612,0.007375998724997976,36676675.840294495,0.0,217800000.0,15452.462919499678
137,175989008.17388105,0.0,196965696.0956172,0.016490477444610303,887802761.2636915,0.12759794467486874,122335835.07549876,0.004776463747976759,36676675.840294495,0.0,217800000.0,51829.28913282164
138,175989008.17388105,0.0,236986171.59650922,0.022288159196549483,177205224.5613091,0.018194806905445206,7839912.044180047,0.0003749269650934504,36676675.840294495,0.0,217800000.0,18424.316769200246
139,175989008.17388105,0.0,21047977.56352479,0.0031222767495153424,92151061.92942977,0.006605522416524859,0.0,0.0,36676675.840294495,0.0,217800000.0,3222.9972342477527
140,159512409.85228848,0.0,186774163.27978024,0.005995750392226008,129443170.74043214,0.038883667709059495,69057791.17472723,0.0,128066291.28690484,0.0,121200000.0,0.0
141,159512409.85228848,0.0,335221027.029966,0.1962839293001855,115071648.08041006,0.0,69057791.17472723,0.0,128066291.28690484,0.0,121200000.0,0.0
142,159512409.85228848,0.0,249319033.19724047,0.0728918267480509,115071648.08041006,0.0,69057791.17472723,0.0,128066291.28690484,0.0,121200000.0,0.0
143,159512409.85228848,0.0,193144883.44531217,0.014861066837479384,115071648.08041006,0.0,69057791.17472723,0.0,128066291.28690484,0.0,121200000.0,0.0
144,159512409.85228848,0.0,201518597.10756105,0.021728451547015103,115071648.08041006,0.0,69057791.17472723,0.0,128066291.28690484,0.0,121200000.0,0.0
145,159512409.85228848,0.0,183598967.29313254,0.0008970120960209336,115071648.08041006,0.0,69057791.17472723,0.0,128066291.28690484,0.0,121200000.0,0.0
146,159512409.85228848,0.0,194148034.57825008,0.010767335012748222,115071648.08041006,0.0,69057791.17472723,0.0,128066291.28690484,0.0,121200000.0,0.0
147,159512409.85228848,0.0,230721566.26926747,0.03372602553080302,726967991.632168,0.7708737917090711,69057791.17472723,0.0,128066291.28690484,0.0,121200000.0,0.0
148,159512409.85228848,0.0,259696772.2346,0.052609259810226586,115071648.08041006,0.0,69057791.17472723,0.0,128066291.28690484,0.0,121200000.0,0.0
149,159512409.85228848,0.0,191740394.44826463,0.008589260870488164,115071648.08041006,0.0,69057791.17472723,0.0,128066291.28690484,0.0,121200000.0,0.0
150,172000472.28623483,0.05202996389045978,84523143.11054242,0.0029562163587877775,487988205.69832236,1.1053643202862666,44334586.47905244,0.0,82593104.13074732,0.0,0.0,0.0
151,122173820.17753592,0.0,488058037.6760085,0.40989548607579374,41292219.28177295,0.0,44334586.47905244,0.0,82593104.13074732,0.0,0.0,0.0
152,122173820.17753592,0.0,193597403.36906698,0.09694896264141377,50774250.07565828,0.021088445214443037,44334586.47905244,0.0,82593104.13074732,0.0,0.0,0.0
153,122173820.17753592,0.0,90829457.9667531,0.012074262610149357,42463452.74517865,0.0032145477139193866,44334586.47905244,0.0,82593104.13074732,0.0,0.0,0.0
154,122173820.17753592,0.0,105712916.61477149,0.02471562845400338,154319880.49590394,0.23460329963601595,44334586.47905244,0.0,82593104.13074732,0.0,0.0,0.0
155,122173820.17753592,0.0,82526679.5239558,0.0,75961514.94486676,0.07335341567049519,44334586.47905244,0.0,82593104.13074732,0.0,0.0,0.0
156,122173820.17753592,0.0,95176815.47564709,0.012087793222412525,49366597.37876421,0.014417342220317533,65726765.29598109,0.009867350127427208,82593104.13074732,0.0,0.0,0.0
157,1065959318.4203765,0.4716418276105153,136134908.33979023,0.03826422162835348,1914405565.9769676,2.3855338363180345,44334586.47905244,0.0,82593104.13074732,0.0,0.0,0.0
158,122173820.17753592,0.0,167801193.38838333,0.0726341984772286,77011694.5447319,0.04850334775828341,44334586.47905244,0.0,82593104.13074732,0.0,0.0,0.0
159,122173820.17753592,0.0,93013147.7390714,0.012154002438141794,79203935.79073133,0.08254130368350185,44334586.47905244,0.0,82593104.13074732,0.0,0.0,0.0
160,180071436.58084375,0.0,191944887.81282952,0.0,115963632.18405104,0.0,29201582.74675391,0.00017854066099320915,173752381.56634772,0.0,814600000.0,27.225091003466208
