,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
10,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,0,5,1,2,0,2,1,0,2,5,2,0,8,2,0,92648501.6727509,0.0,88613111.95505467,0.0,43224599.14167526,0.0,19742157.81013341,0.0,95880479.44404076,0.0005893773206263782,273100000.0,338.84787380603973
11,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,1,1,1,0,2,0,0,2,5,2,0,8,2,0,66507014.9338145,0.0,82526679.5239558,0.0,22167818.198803753,0.0,19742157.81013341,0.0,84546876.76859967,0.0,425000000.0,0.0
12,1,0,1,0,0,0,1,0,1,1,1,1,0,0,1,3,4,7,0,3,0,0,6,1,4,4,0,0,8,4,0,125788764.77143934,0.0,47842699.56310011,0.0,89636651.68609987,0.0,9695195.36216505,0.0,92134101.91956422,0.0,850300000.0,0.0
13,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,5,1,1,0,6,0,1,0,3,7,0,9,0,0,92648501.6727509,0.0,106547043.08732629,0.0,20299287.62732069,0.0,27575685.623289313,0.0008306789505987985,55286684.14389449,0.000943341633711686,552300000.0,0.0
14,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,3,0,0,3,2,0,1,0,1,0,6,0,0,9,2,0,42291505.65437629,0.0,83721931.52190953,0.0,30944492.838285696,0.0010978332002566948,12586457.998778107,0.0,90430170.7547297,0.0,236500000.0,221.73523083093514
15,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,3,3,0,6,0,2,0,1,0,1,0,0,7,3,0,89068254.21950817,0.0,118427379.06875929,0.0,20299287.62732069,0.0,115019606.66936862,0.0028863786131108106,82593104.13074732,0.0,182600000.0,3824.407141777658
16,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,3,0,4,5,0,3,0,6,3,0,9,2,0,42291505.65437629,0.0,121314835.77466118,0.0,34843237.66232639,0.0013722915003208686,22928006.72310114,0.0,90430170.7547297,0.0,151900000.0,178.48006269535495
17,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,3,6,2,0,1,0,0,0,0,0,6,1,0,9,0,2,106293784.88118687,0.0,38245121.951764055,0.0,0.0,0.0,20319063.206658736,0.0,92602852.18174216,0.00011320099604540233,303800000.0,64.85496925506264
18,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,3,2,3,1,2,0,4,1,0,1,3,2,2,9,0,0,121162359.81197041,0.0,99885909.50154212,0.0,41292219.28177295,0.0,28584581.642045554,9.968147407185582e-05,55286684.14389449,0.00011320099604540233,273100000.0,173.7481999126949
19,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,6,3,3,1,0,0,0,1,1,5,0,0,10,3,0,169679724.6727088,0.0,38245121.951764055,0.0,41292219.28177295,0.0,11068771.68625446,0.0,100648702.62958768,0.0,303800000.0,0.0
20,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,1,2,1,0,0,0,0,0,0,4,2,7,9,3,2,107385518.6904647,0.0,0.0,0.0,31935615.632895023,0.0032934996007700844,35677113.5551254,4.573167077632055e-06,135456473.7017713,0.0,151900000.0,669.8739578001679
21,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,4,4,1,0,5,3,0,3,6,0,0,9,5,0,102578836.07266891,0.0,99685318.93337613,0.0,50962397.12067895,0.0,12586457.998778107,0.0,165448199.86813575,0.00329792352923339,115300000.0,1857.1195524810778
22,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,2,0,1,6,0,3,1,0,0,5,0,0,9,2,2,72222705.9376919,0.0,124573879.8096008,0.0,20299287.62732069,0.0,11068771.68625446,0.0,131426502.41395253,0.000471670816855843,303800000.0,0.0
23,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,3,0,1,0,0,3,0,3,0,2,0,7,2,0,42291505.65437629,0.0,38245121.951764055,0.0,50962397.12067895,0.0,89100965.03571562,0.018145394312033724,79084435.94406682,0.0,213300000.0,0.0
24,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,3,1,2,0,0,0,0,0,0,5,6,2,2,9,1,0,71223146.50296113,0.0,0.0,0.0,28798397.130608946,0.0,31149466.780654177,0.0,88078256.88368091,5.660049802270116e-05,334500000.0,32.42748462753132
25,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,3,3,0,0,0,2,1,1,0,1,0,0,6,2,0,89068254.21950817,0.0,42818415.6714978,0.0,41292219.28177295,0.0,115019606.66936862,0.008659135839332432,74011736.27191554,0.0,151900000.0,1854.258008134622
26,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,7,3,1,6,0,2,0,1,0,5,0,0,9,3,0,167395850.36382186,0.0,118427379.06875929,0.0,30819473.42650549,0.008956179931096962,16475914.709494961,0.0014985770384727593,156538652.10585713,0.027319024955512347,61400000.0,0.0
27,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,5,1,0,0,0,0,0,9,0,0,9,3,0,94979303.71425684,0.0,38245121.951764055,0.0,0.0,0.0,18144080.211109996,0.0,107617762.83272979,0.005891452549983193,182600000.0,0.0
28,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,4,1,1,0,0,0,0,1,1,3,1,10,2,0,136578326.41305238,0.0,38245121.951764055,0.0,78529789.61081623,0.0060029821611118864,91381897.30101705,0.0018660695008362181,96767921.20487039,0.0,30700000.0,3616.9466924695525
29,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,0,3,2,0,0,1,2,1,0,5,0,0,8,3,0,83497824.69174261,0.0,38245121.951764055,0.0,43878096.290305056,0.0,11068771.68625446,0.0,135715201.27414218,0.0024739563171268177,213300000.0,1420.4844193704444
30,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,5,7,0,0,6,3,0,0,6,0,0,9,1,0,134576627.39671084,0.0,67106108.64351042,5.916023293221033e-05,24198032.45136138,0.0,12586457.998778107,0.0,214204187.30638337,0.0067070402873981695,30700000.0,3786.618131184191
31,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,5,0,0,0,0,1,0,6,0,0,6,3,3,101988088.03595176,0.0,0.0,0.0,20299287.62732069,0.0,12586457.998778107,0.0,252641277.12298855,0.05740005273790451,182600000.0,0.0
32,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,1,0,3,3,1,6,2,0,4,9,2,0,124145628.13418332,0.0,87722647.49511826,0.0,82565692.51492499,0.0,42607336.76290683,0.005929650346070815,90430170.7547297,0.0,121200000.0,0.0
33,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,0,1,4,3,3,0,5,0,0,6,2,3,76431543.68310125,0.0,99127159.27641168,0.002658261730007815,50962397.12067895,0.0,11068771.68625446,0.0,281419999.84496415,0.07185616224468871,121200000.0,0.0
34,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,3,3,6,1,0,2,6,0,0,7,2,7,32694901.094161935,0.0,181556219.26377252,0.0,64657888.89135407,0.006666170430768942,12586457.998778107,0.0,361550170.6720934,0.03475897455766404,30700000.0,3441.80923243331
35,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,5,5,1,0,3,3,0,0,6,0,0,9,5,0,117818559.7239252,0.0,87722647.49511826,0.0,24198032.45136138,0.0,12586457.998778107,0.0,165448199.86813575,0.00329792352923339,146000000.0,2166.6394778945905
36,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,3,5,5,0,0,0,8,2,0,42291505.65437629,0.0,17100466.826177042,0.007974785190023445,93730289.1339757,0.0,170550761.34553462,0.03663152700511722,84546876.76859967,0.0,121200000.0,0.0
37,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7,3,5,0,1,6,2,4,0.0,0.0,38245121.951764055,0.0,95910227.03420445,0.0,22150639.796646345,0.0009990513589818396,505610653.6306557,0.16645675360438755,61400000.0,0.0
38,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,1,2,3,1,0,1,2,2,9,3,0,42291505.65437629,0.0,82526679.5239558,0.0,46650169.32145682,0.0,99996247.79905863,0.006389680059120142,94182724.21680857,0.0,61400000.0,1306.0252389296354
39,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,2,0,1,0,0,6,1,2,2,9,3,0,47847947.961454235,0.0,83721931.52190953,0.0,78912654.82736774,0.01467586126795119,99735358.17399041,0.006350272954914032,94182724.21680857,0.0,30700000.0,1784.8709271729047
40,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,3,3,0,6,4,0,9,3,0,32694901.094161935,0.0,77797112.44472042,0.0,50962397.12067895,0.0,24447158.301910475,0.0,156889624.7528959,0.027482696076944917,30700000.0,0.0
41,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,8,1,3,0,0,0,1,2,1,6,0,1,9,3,0,176301618.19163114,0.0,17100466.826177042,0.0009569742228028133,76510354.72153541,0.0011326339619397558,20319063.206658736,0.0,94182724.21680857,0.0,121200000.0,657.7863896327924
42,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,1,0,1,0,2,1,0,0,7,0,1,7,3,0,66507014.9338145,0.0,82526679.5239558,0.0,20299287.62732069,0.0,22258486.725668453,0.0,307828050.68434834,0.011740556544327187,61400000.0,6721.643438371883
43,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,1,3,0,0,0,2,0,0,2,0,0,9,3,2,76431543.68310125,0.0,0.0,0.0,22167818.198803753,0.0,44691311.773825854,0.0010673370622927467,135456473.7017713,0.0,151900000.0,1254.2384520373098
44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,3,0,0,0,2,3,0,5,0,1,9,3,1,112454988.58836943,0.0,17100466.826177042,0.007974785190023445,48047840.36663434,0.0,18545877.781152677,0.0,143488500.89735326,0.0051801920799590595,121200000.0,0.0
45,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,3,0,0,0,4,0,1,2,1,1,1,8,4,0,42291505.65437629,0.0,53358573.6002109,0.0,53744784.94086006,0.0032242247751949056,135402040.25829384,0.00946365113936103,92134101.91956422,0.0,146000000.0,2051.3826290380716
46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,3,0,1,0,2,1,0,5,0,1,9,4,1,176301618.19163114,0.0,43973885.877769776,0.0026835468589169395,43878096.290305056,0.0,20348258.78889951,0.0004995256794909198,197027068.95825076,0.026219975297103237,0.0,0.0
47,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,5,0,1,0,1,1,0,0,4,0,1,6,3,0,53972506.18695759,0.0,77797112.44472042,0.0,20299287.62732069,0.0,28276554.13242313,0.0003662779865775434,476662018.70907354,0.02058135513174425,61400000.0,12395.729337879227
48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,0,2,2,0,6,0,1,9,5,0,66507014.9338145,0.0,1591507.8051083134,8.874034939831549e-05,45876507.22344398,0.0,20319063.206658736,0.0,165414627.90992147,0.00329604483238474,115300000.0,1896.7484836128435
49,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,2,0,5,3,4,0,2,2,0,0,1,2,1,8,2,0,104000676.5449382,0.0,102336429.85235605,0.0,22167818.198803753,0.0,65176722.71875336,0.0015107331318528648,84546876.76859967,0.0,213300000.0,1232.060535445347
50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,1,0,0,2,2,0,0,3,4,8,3,3,124806693.77081512,0.0,38245121.951764055,0.0,56789611.17393799,0.0011473152185246787,125096296.93665369,0.0027772698367586374,132098821.14165278,0.0,0.0,3960.1570081260293
51,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7,7,3,0,0,3,2,3,0,2,2,2,9,0,0,222039100.28507614,0.0,47842699.56310011,0.0,48047840.36663434,0.0,37707616.48161176,0.0034188464037402107,78383968.60763556,0.011071644629942253,151900000.0,0.0
52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,1,3,3,0,0,6,1,7,9,3,1,32694901.094161935,0.0,128965327.37089843,0.0,24198032.45136138,0.0,38362359.90018903,0.0,145088612.23844218,0.000706974305997983,121200000.0,397.7042863353543
53,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,2,1,3,0,3,7,1,2,1,1,4,0,0,9,1,0,76431543.68310125,0.0,182451541.5219873,0.0,66330233.160400495,0.0,14451624.76776408,0.00018383255186340874,86991916.17017467,0.0,273100000.0,120.69273037120627
54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,2,0,1,0,1,2,3,8,3,0,60717312.84309486,0.0,118427379.06875929,0.0,119149310.68454815,0.08571375442487156,98839165.58592302,0.016999955584855658,88175439.14937997,0.0,0.0,0.0
55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,1,1,1,3,4,0,6,4,1,9,3,0,47847947.961454235,0.0,118700628.29513216,0.0,53401633.19836887,0.0,33292100.843263462,0.0,156889624.7528959,0.00329792352923339,0.0,1857.1195524810778
56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,5,0,0,5,0,1,1,3,3,9,3,2,42291505.65437629,0.0,59410102.93073928,0.0,52811167.63503672,0.0,92279789.44997682,0.005457786362098032,135456473.7017713,0.0,0.0,1141.4309476326057
57,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,6,3,7,1,0,1,3,4,10,10,0,0,32694901.094161935,0.0,223777188.5531239,0.0,63990835.554036915,0.0023746215553252293,51191151.14899184,0.00018540990272642688,71578094.43362707,0.0007050956091493333,121200000.0,1064.7607562266114
58,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,1,0,7,0,0,1,0,0,8,6,1,0,8,0,0,103162272.08375776,0.0,49588216.53465534,0.0006319143842636858,108531746.77924617,0.00733719661791336,20319063.206658736,0.0,59797304.3726329,0.0005893773206263782,242400000.0,2114.340480710623
59,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,7,0,6,0,1,1,5,0,0,1,1,0,9,0,0,144956226.29360634,0.0,77797112.44472042,0.0,28798397.130608946,0.0,52918149.70791192,0.008963913405607057,53114002.716882035,0.0,273100000.0,0.0
60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,1,0,2,0,2,0,10,2,1,9,3,0,42291505.65437629,0.0,82526679.5239558,0.0,45924746.75313182,0.002445976877991865,40104153.25218178,0.0,153827989.10619816,0.0031265934803737343,30700000.0,2267.082824544684
61,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,1,3,3,2,0,0,0,0,0,6,2,0,9,2,0,124806693.77081512,0.0,42818415.6714978,0.0,2950734.056672309,0.00030157385220726783,21556221.14781617,0.0,90430170.7547297,0.0,394300000.0,62.045401815367114
62,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,0,0,0,0,3,6,0,0,0,6,1,1,8,4,0,0.0,0.0,120892243.43187523,0.0,31721296.641271822,0.0032539139861556977,28315898.150827937,0.0,102063963.19267458,0.0005150149848804186,273100000.0,961.9999737240298
63,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,6,1,8,0,0,0,2,2,0,6,1,1,9,2,0,197245590.00271034,0.0,0.0,0.0,45876507.22344398,0.0,28315898.150827937,0.0,91516511.46823594,0.00016980149406810348,273100000.0,15.722416789106095
64,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,3,5,4,0,0,1,0,1,0,0,6,0,0,76431543.68310125,0.0,122529913.13437451,0.0,30944492.838285696,0.009148610002139124,114889161.85683453,0.0239984230200816,40273672.383724004,0.0,236500000.0,0.0
65,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,4,2,0,0,2,0,7,9,0,1,76431543.68310125,0.0,93427003.66768599,0.0,22167818.198803753,0.0,101792133.41784626,0.0065076006497152335,119278173.42844963,0.005119311227793119,30700000.0,1789.3068063329542
66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,0,4,0,1,0,0,1,4,7,8,3,0,76431543.68310125,0.0,59087337.52621662,0.0003220256230700327,92803267.30730653,0.007565706729467971,95860298.29290588,0.001659526817479009,88175439.14937997,0.0,0.0,3843.6488637748507
67,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,7,2,4,0,7,0,0,3,0,2,1,0,8,3,0,180016033.32081586,0.0,73845952.87265141,2.9580116466105164e-05,47954961.00568944,0.002445976877991865,80381195.13197386,0.0018857434642270735,88175439.14937997,0.0,30700000.0,2740.4918772531796
68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,1,3,2,0,3,2,1,9,2,0,94979303.71425684,0.0,49702649.80377549,0.0019321537384201966,48716867.66610375,0.0,37317687.49453597,0.0011918632578602748,118795370.01714435,0.004492848267474522,0.0,755.7331728421923
69,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,1,1,0,1,0,3,2,0,0,2,1,5,9,1,6,66507014.9338145,0.0,87722647.49511826,0.0,22167818.198803753,0.0,79346383.20142353,0.001860569639508728,143348437.60916993,0.0,61400000.0,1449.7887316078222
70,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,3,3,5,0,3,0,0,0,5,2,0,8,2,0,89068254.21950817,0.0,116004983.79615441,0.0,0.0,0.0,19742157.81013341,0.0,158956716.12520432,0.01166371478736835,182600000.0,1074.3723597775286
71,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,3,4,4,0,0,0,3,0,7,2,3,9,0,0,95213987.28559849,0.0,53358573.6002109,0.0,34843237.66232639,0.0010978332002566948,34976245.31165375,0.0,79984079.94872448,0.001413948611995966,151900000.0,1017.1438035016438
72,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6,0,3,0,0,0,2,3,1,2,5,0,9,2,0,112454988.58836943,0.0,0.0,0.0,72060610.87106211,0.0,31623312.311582886,0.0010673370622927467,90430170.7547297,0.0,151900000.0,202.7052043696662
73,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,2,0,5,6,1,3,2,1,0,1,4,3,0,9,2,0,125797238.44921103,0.0,136700503.7472634,0.0,41292219.28177295,0.0,20950104.49214159,6.127751728780291e-05,90430170.7547297,0.0,273100000.0,40.23091012373542
74,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,3,0,0,6,1,0,0,2,2,0,8,2,1,76431543.68310125,0.0,66045103.44010488,0.0,20299287.62732069,0.0,31014743.293776244,0.0038728676344450138,130309716.27746168,0.004628731770141511,151900000.0,0.0
75,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,4,0,0,0,0,3,0,1,2,0,9,2,0,124145628.13418332,0.0,1591507.8051083134,0.0007395029116526292,47954961.00568944,0.020383140649932206,103361666.52875856,0.020560316867676905,90430170.7547297,0.0,30700000.0,0.0
76,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,2,0,4,6,7,2,1,0,1,1,1,9,0,0,37255203.23710208,0.0,231497453.5729021,0.0,43878096.290305056,0.0,135402040.25829384,0.003154550379787009,65942727.422895335,0.0006730447977885862,61400000.0,4390.39385305978
77,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,3,7,6,0,3,7,3,1,2,1,0,9,0,0,154372360.49308634,0.0,124573879.8096008,0.0,93241572.7977978,0.0,39255870.838747606,0.006164454396826157,53114002.716882035,0.0,182600000.0,0.0
78,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,5,0,1,1,2,3,0,2,2,0,9,3,0,154539421.81426284,0.0,83525876.37072614,0.0026835468589169395,48047840.36663434,0.0,64195834.02694817,0.011536393021862396,94182724.21680857,0.0,84600000.0,0.0
79,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,1,1,0,1,3,2,0,0,2,2,2,9,2,0,66507014.9338145,0.0,87722647.49511826,0.0,22167818.198803753,0.0,37707616.48161176,0.00041026156844882526,90430170.7547297,0.0,182600000.0,469.6426886976502
80,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3,1,2,0,1,3,2,1,0,0,1,4,2,9,0,0,71223146.50296113,0.0,136700503.7472634,0.0,20299287.62732069,0.0,49197922.46674458,0.0006313688393057954,55286684.14389449,0.00011320099604540233,273100000.0,922.8074241972793
81,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,2,6,0,2,1,0,0,0,1,8,1,0,37255203.23710208,0.0,113454271.89419729,0.0,43878096.290305056,0.0,254116693.48132208,0.006412923135055083,81222228.2680157,0.0,30700000.0,8819.50439333884
82,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,5,2,2,0,1,4,2,8,0,0,32694901.094161935,0.0,141336773.52795565,0.0,45876507.22344398,0.0,49197922.46674458,0.001894106517917386,71130907.04807399,0.0035362639237582687,242400000.0,744.5567042687496
83,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,5,9,0,0,3,2,0,0,5,2,7,9,2,0,192820580.21435326,0.0,48903704.76650565,7.395029116526293e-05,22167818.198803753,0.0,39587835.511410534,7.492885192363798e-05,183825475.7983667,0.0061569336006900115,115300000.0,2285.713019209225
84,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,4,0,1,3,3,0,2,0,7,0,0,9,1,7,88429031.37443781,0.0,142447532.22446764,0.0,45924746.75313182,0.002445976877991865,14261651.781499248,0.0,240765146.4650636,0.004833030556304774,30700000.0,3219.249319342781
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,1,0,0,2,3,0,2,2,1,8,4,1,147603451.26209262,0.0,38245121.951764055,0.0,58960944.31712836,0.009560960154372323,68584244.6606812,0.010814255352867492,129604951.32527661,0.0,0.0,0.0
86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,6,6,8,2,6,3,6,3,0,10,7,0,66507014.9338145,0.0,268482222.53343046,0.0,98322776.98812035,0.0014341440231558484,22928006.72310114,0.0,151953620.53438067,0.002108495676698916,0.0,937.7305734214929
87,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,2,1,0,0,1,3,2,9,2,0,32694901.094161935,0.0,83057182.12565857,2.9580116466105164e-05,52449222.25183891,0.003333085215384471,90997158.71450873,0.0018192621206993438,105615672.6640923,0.00080493075679768,30700000.0,3480.3972892116644
88,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,3,1,2,0,5,0,0,0,4,3,1,2,2,10,0,0,71223146.50296113,0.0,59410102.93073928,0.0,54082305.45306664,0.0,64601325.59447634,0.0011541039577977151,71611666.39184134,0.000706974305997983,267200000.0,1876.7951115681246
